"","SUBSTANCENAME","NONPROPRIETARYNAME","NDC_11","PHARM_CLASSES","PRODUCTNDC","NDCPACKAGECODE","PRODUCTID","PRODUCTTYPENAME","PROPRIETARYNAME","PROPRIETARYNAMESUFFIX","DOSAGEFORMNAME","ROUTENAME","STARTMARKETINGDATE","ENDMARKETINGDATE","MARKETINGCATEGORYNAME","APPLICATIONNUMBER","LABELERNAME","ACTIVE_NUMERATOR_STRENGTH","ACTIVE_INGRED_UNIT","DEASCHEDULE","NDC_EXCLUDE_FLAG","LISTING_RECORD_CERTIFIED_THROUGH"
"8119","FLUCONAZOLE","Fluconazole","70985001303","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","70985-013","70985-013-03","70985-013_0c3cffcf-fe66-2ac9-e063-6394a90a0915","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20210626","","ANDA","ANDA076957","Drug Ocean LLC","50","mg/1","","N","20241231"
"8120","FLUCONAZOLE","Fluconazole","70985001401","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","70985-014","70985-014-01","70985-014_0c3cffcf-fe66-2ac9-e063-6394a90a0915","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20210626","","ANDA","ANDA076957","Drug Ocean LLC","100","mg/1","","N","20241231"
"8121","FLUCONAZOLE","Fluconazole","70985001403","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","70985-014","70985-014-03","70985-014_0c3cffcf-fe66-2ac9-e063-6394a90a0915","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20210626","","ANDA","ANDA076957","Drug Ocean LLC","100","mg/1","","N","20241231"
"8122","FLUCONAZOLE","Fluconazole","70985001506","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","70985-015","70985-015-06","70985-015_0c3cffcf-fe66-2ac9-e063-6394a90a0915","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20210626","","ANDA","ANDA076957","Drug Ocean LLC","150","mg/1","","N","20241231"
"8123","FLUCONAZOLE","Fluconazole","70985001601","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","70985-016","70985-016-01","70985-016_0c3cffcf-fe66-2ac9-e063-6394a90a0915","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20210626","","ANDA","ANDA076957","Drug Ocean LLC","200","mg/1","","N","20241231"
"8124","FLUCONAZOLE","Fluconazole","70985001603","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","70985-016","70985-016-03","70985-016_0c3cffcf-fe66-2ac9-e063-6394a90a0915","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20210626","","ANDA","ANDA076957","Drug Ocean LLC","200","mg/1","","N","20241231"
"8125","KETOCONAZOLE","Ketoconazole","71085000860","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 3A5 Inhibitors [MoA], P-Glycoprotein Inhibitors [MoA]","71085-008","71085-008-60","71085-008_ea618ceb-2b37-4885-a3da-16bbf0fa429a","HUMAN PRESCRIPTION DRUG","Ketoconazole","","CREAM","TOPICAL","20021218","","ANDA","ANDA075638","IPG PHARMACEUTICALS, INC.","20","mg/g","","N","20241231"
"8126","NYSTATIN; TRIAMCINOLONE ACETONIDE","Nystatin and Triamcinolone Acetonide","71085000930","Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC], Polyene Antifungal [EPC], Polyenes [CS]","71085-009","71085-009-30","71085-009_b6eaa871-a050-4ee4-99d2-baefe246546f","HUMAN PRESCRIPTION DRUG","Nystatin and Triamcinolone Acetonide","","CREAM","TOPICAL","19871222","","ANDA","ANDA062364","IPG PHARMACEUTICALS, INC.","100000; 1","mg/g; mg/g","","N","20241231"
"8127","AZITHROMYCIN DIHYDRATE","Azithromycin Dihydrate","71093017401","Macrolide Antimicrobial [EPC], Macrolides [CS]","71093-174","71093-174-01","71093-174_5df20b25-1932-414b-b028-210e839c1c38","HUMAN PRESCRIPTION DRUG","Azithromycin Dihydrate","","TABLET, FILM COATED","ORAL","20221201","","ANDA","ANDA215772","ACI Healthcare USA, Inc.","250","mg/1","","N","20241231"
"8128","AZITHROMYCIN DIHYDRATE","Azithromycin Dihydrate","71093017501","Macrolide Antimicrobial [EPC], Macrolides [CS]","71093-175","71093-175-01","71093-175_77a7e874-29c3-449c-92b3-448023e67197","HUMAN PRESCRIPTION DRUG","Azithromycin Dihydrate","","TABLET, FILM COATED","ORAL","20230730","","ANDA","ANDA215773","ACI Healthcare USA, Inc.","500","mg/1","","N","20241231"
"8129","AZITHROMYCIN DIHYDRATE","Azithromycin Dihydrate","71093017505","Macrolide Antimicrobial [EPC], Macrolides [CS]","71093-175","71093-175-05","71093-175_77a7e874-29c3-449c-92b3-448023e67197","HUMAN PRESCRIPTION DRUG","Azithromycin Dihydrate","","TABLET, FILM COATED","ORAL","20230730","","ANDA","ANDA215773","ACI Healthcare USA, Inc.","500","mg/1","","N","20241231"
"8130","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","Bacitracin Zinc, Neomycin Sulfate, and Polymyxin B Sulfate","71101021001","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","71101-210","71101-210-01","71101-210_c1609455-76a8-a5ac-e053-2995a90ac405","HUMAN OTC DRUG","TheraCare First Aid Triple Antibiotic","","OINTMENT","TOPICAL","20210401","","OTC MONOGRAPH FINAL","part333B","Veridian Healthcare","400; 3.5; 5000","[iU]/g; mg/g; [iU]/g","","N","20241231"
"8131","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","Bacitracin Zinc, Neomycin Sulfate, and Polymyxin B Sulfate","71101080101","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","71101-801","71101-801-01","71101-801_fbd11419-4514-10d7-e053-6394a90ac82b","HUMAN OTC DRUG","Caring Mills Triple Antibiotic","","OINTMENT","TOPICAL","20230501","","OTC MONOGRAPH FINAL","part333B","Veridian Healthcare","400; 3.5; 5000","[iU]/g; mg/g; [iU]/g","","N","20241231"
"8132","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","Bacitracin Zinc, Neomycin Sulfate, and Polymyxin B Sulfate","71141013432","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","71141-134","71141-134-32","71141-134_b50e40b8-77dc-4710-a434-ad3039ebf94c","HUMAN OTC DRUG","Triple Antibiotic","","OINTMENT","TOPICAL","20151215","","OTC MONOGRAPH FINAL","part333B","Lidl US, LLC","400; 3.5; 5000","[iU]/g; mg/g; [iU]/g","","N","20241231"
"8133","VALGANCICLOVIR HYDROCHLORIDE","valganciclovir","71151000301","Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor [EPC], DNA Polymerase Inhibitors [MoA], Nucleoside Analog Antiviral [EPC], Nucleoside Analog [EXT]","71151-003","71151-003-01","71151-003_d94fb558-d963-5c7a-e053-2a95a90a04b4","HUMAN PRESCRIPTION DRUG","VALGANCICLOVIR","","FOR SOLUTION","ORAL","20220228","","ANDA","ANDA210169","airis PHARMA PVT LTD","50","mg/mL","","N","20241231"
"8134","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","Bacitracin Zinc Neomycin Sulfate Polymyxin B Sulfate","71205000628","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","71205-006","71205-006-28","71205-006_92996a14-b98c-41d0-8519-2f66b294040d","HUMAN OTC DRUG","TRIPLE ANTIBIOTIC","","OINTMENT","TOPICAL","20110601","","OTC MONOGRAPH DRUG","M004","Proficient Rx LP","400; 3.5; 5000","[iU]/g; mg/g; [iU]/g","","N","20251231"
"8135","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","71205001406","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","71205-014","71205-014-06","71205-014_0ac7c0f7-8f34-45f5-9979-2b1c95b3d63f","HUMAN PRESCRIPTION DRUG","AMOXICILLIN AND CLAVULANATE POTASSIUM","","TABLET, FILM COATED","ORAL","20170301","","ANDA","ANDA205707","Proficient Rx LP","500; 125","mg/1; mg/1","","N","20241231"
"8136","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","71205001420","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","71205-014","71205-014-20","71205-014_0ac7c0f7-8f34-45f5-9979-2b1c95b3d63f","HUMAN PRESCRIPTION DRUG","AMOXICILLIN AND CLAVULANATE POTASSIUM","","TABLET, FILM COATED","ORAL","20170301","","ANDA","ANDA205707","Proficient Rx LP","500; 125","mg/1; mg/1","","N","20241231"
"8137","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","71205001421","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","71205-014","71205-014-21","71205-014_0ac7c0f7-8f34-45f5-9979-2b1c95b3d63f","HUMAN PRESCRIPTION DRUG","AMOXICILLIN AND CLAVULANATE POTASSIUM","","TABLET, FILM COATED","ORAL","20170301","","ANDA","ANDA205707","Proficient Rx LP","500; 125","mg/1; mg/1","","N","20241231"
"8138","AZITHROMYCIN MONOHYDRATE","Azithromycin","71205002106","Macrolide Antimicrobial [EPC], Macrolides [CS]","71205-021","71205-021-06","71205-021_8b59abf1-d133-4655-b9ba-6b63f102b674","HUMAN PRESCRIPTION DRUG","Azithromycin","","TABLET, FILM COATED","ORAL","20170302","","ANDA","ANDA065211","Proficient Rx LP","250","mg/1","","N","20241231"
"8139","NITROFURANTOIN","Nitrofurantion Macrocrystals","71205002310","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-023","71205-023-10","71205-023_0193ca88-0938-a229-e063-6294a90a4b38","HUMAN PRESCRIPTION DRUG","Nitrofurantion Macrocrystals","","CAPSULE","ORAL","20100927","","NDA","NDA016620","Proficient Rx LP","50","mg/1","","N","20241231"
"8140","NITROFURANTOIN","Nitrofurantion Macrocrystals","71205002314","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-023","71205-023-14","71205-023_0193ca88-0938-a229-e063-6294a90a4b38","HUMAN PRESCRIPTION DRUG","Nitrofurantion Macrocrystals","","CAPSULE","ORAL","20100927","","NDA","NDA016620","Proficient Rx LP","50","mg/1","","N","20241231"
"8141","NITROFURANTOIN","Nitrofurantion Macrocrystals","71205002320","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-023","71205-023-20","71205-023_0193ca88-0938-a229-e063-6294a90a4b38","HUMAN PRESCRIPTION DRUG","Nitrofurantion Macrocrystals","","CAPSULE","ORAL","20100927","","NDA","NDA016620","Proficient Rx LP","50","mg/1","","N","20241231"
"8142","NITROFURANTOIN","Nitrofurantion Macrocrystals","71205002330","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-023","71205-023-30","71205-023_0193ca88-0938-a229-e063-6294a90a4b38","HUMAN PRESCRIPTION DRUG","Nitrofurantion Macrocrystals","","CAPSULE","ORAL","20100927","","NDA","NDA016620","Proficient Rx LP","50","mg/1","","N","20241231"
"8143","NITROFURANTOIN","Nitrofurantion Macrocrystals","71205002360","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-023","71205-023-60","71205-023_0193ca88-0938-a229-e063-6294a90a4b38","HUMAN PRESCRIPTION DRUG","Nitrofurantion Macrocrystals","","CAPSULE","ORAL","20100927","","NDA","NDA016620","Proficient Rx LP","50","mg/1","","N","20241231"
"8144","NITROFURANTOIN","Nitrofurantion Macrocrystals","71205002390","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-023","71205-023-90","71205-023_0193ca88-0938-a229-e063-6294a90a4b38","HUMAN PRESCRIPTION DRUG","Nitrofurantion Macrocrystals","","CAPSULE","ORAL","20100927","","NDA","NDA016620","Proficient Rx LP","50","mg/1","","N","20241231"
"8145","AMOXICILLIN","Amoxicillin","71205003514","Penicillin-class Antibacterial [EPC], Penicillins [CS]","71205-035","71205-035-14","71205-035_23c32fbb-0d4d-4830-883f-0967c8586247","HUMAN PRESCRIPTION DRUG","Amoxicillin","","TABLET, FILM COATED","ORAL","20050713","","ANDA","ANDA065228","Proficient Rx LP","875","mg/1","","N","20241231"
"8146","AMOXICILLIN","Amoxicillin","71205003520","Penicillin-class Antibacterial [EPC], Penicillins [CS]","71205-035","71205-035-20","71205-035_23c32fbb-0d4d-4830-883f-0967c8586247","HUMAN PRESCRIPTION DRUG","Amoxicillin","","TABLET, FILM COATED","ORAL","20050713","","ANDA","ANDA065228","Proficient Rx LP","875","mg/1","","N","20241231"
"8147","AMOXICILLIN","Amoxicillin","71205003530","Penicillin-class Antibacterial [EPC], Penicillins [CS]","71205-035","71205-035-30","71205-035_23c32fbb-0d4d-4830-883f-0967c8586247","HUMAN PRESCRIPTION DRUG","Amoxicillin","","TABLET, FILM COATED","ORAL","20050713","","ANDA","ANDA065228","Proficient Rx LP","875","mg/1","","N","20241231"
"8148","AMOXICILLIN","Amoxicillin","71205003560","Penicillin-class Antibacterial [EPC], Penicillins [CS]","71205-035","71205-035-60","71205-035_23c32fbb-0d4d-4830-883f-0967c8586247","HUMAN PRESCRIPTION DRUG","Amoxicillin","","TABLET, FILM COATED","ORAL","20050713","","ANDA","ANDA065228","Proficient Rx LP","875","mg/1","","N","20241231"
"8149","AMOXICILLIN","Amoxicillin","71205003590","Penicillin-class Antibacterial [EPC], Penicillins [CS]","71205-035","71205-035-90","71205-035_23c32fbb-0d4d-4830-883f-0967c8586247","HUMAN PRESCRIPTION DRUG","Amoxicillin","","TABLET, FILM COATED","ORAL","20050713","","ANDA","ANDA065228","Proficient Rx LP","875","mg/1","","N","20241231"
"8150","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","71205003612","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","71205-036","71205-036-12","71205-036_d8353a21-2ed6-4faa-b0a0-f35aae947ac2","HUMAN PRESCRIPTION DRUG","Amoxicillin and Clavulanate Potassium","","POWDER, FOR SUSPENSION","ORAL","20111220","","ANDA","ANDA201091","Proficient Rx LP","600; 42.9","mg/5mL; mg/5mL","","N","20241231"
"8151","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","71205003675","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","71205-036","71205-036-75","71205-036_d8353a21-2ed6-4faa-b0a0-f35aae947ac2","HUMAN PRESCRIPTION DRUG","Amoxicillin and Clavulanate Potassium","","POWDER, FOR SUSPENSION","ORAL","20111220","","ANDA","ANDA201091","Proficient Rx LP","600; 42.9","mg/5mL; mg/5mL","","N","20241231"
"8152","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","71205006130","Allylamine Antifungal [EPC], Allylamine [CS]","71205-061","71205-061-30","71205-061_70009d8f-84ce-4f10-a6c5-720b7939efa7","HUMAN PRESCRIPTION DRUG","Terbinafine","","TABLET","ORAL","20070702","","ANDA","ANDA078297","Proficient Rx LP","250","mg/1","","N","20241231"
"8153","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","71205006135","Allylamine Antifungal [EPC], Allylamine [CS]","71205-061","71205-061-35","71205-061_70009d8f-84ce-4f10-a6c5-720b7939efa7","HUMAN PRESCRIPTION DRUG","Terbinafine","","TABLET","ORAL","20070702","","ANDA","ANDA078297","Proficient Rx LP","250","mg/1","","N","20241231"
"8154","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","71205006160","Allylamine Antifungal [EPC], Allylamine [CS]","71205-061","71205-061-60","71205-061_70009d8f-84ce-4f10-a6c5-720b7939efa7","HUMAN PRESCRIPTION DRUG","Terbinafine","","TABLET","ORAL","20070702","","ANDA","ANDA078297","Proficient Rx LP","250","mg/1","","N","20241231"
"8155","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","71205006190","Allylamine Antifungal [EPC], Allylamine [CS]","71205-061","71205-061-90","71205-061_70009d8f-84ce-4f10-a6c5-720b7939efa7","HUMAN PRESCRIPTION DRUG","Terbinafine","","TABLET","ORAL","20070702","","ANDA","ANDA078297","Proficient Rx LP","250","mg/1","","N","20241231"
"8156","FLUCONAZOLE","fluconazole","71205008101","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-081","71205-081-01","71205-081_40f55b8c-8674-413a-b58d-f1c8b767d680","HUMAN PRESCRIPTION DRUG","fluconazole","","TABLET","ORAL","20170406","","ANDA","ANDA208963","Proficient Rx LP","150","mg/1","","N","20241231"
"8157","FLUCONAZOLE","fluconazole","71205008102","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-081","71205-081-02","71205-081_40f55b8c-8674-413a-b58d-f1c8b767d680","HUMAN PRESCRIPTION DRUG","fluconazole","","TABLET","ORAL","20170406","","ANDA","ANDA208963","Proficient Rx LP","150","mg/1","","N","20241231"
"8158","FLUCONAZOLE","fluconazole","71205008104","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-081","71205-081-04","71205-081_40f55b8c-8674-413a-b58d-f1c8b767d680","HUMAN PRESCRIPTION DRUG","fluconazole","","TABLET","ORAL","20170406","","ANDA","ANDA208963","Proficient Rx LP","150","mg/1","","N","20241231"
"8159","FLUCONAZOLE","Fluconazole","71205009401","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-094","71205-094-01","71205-094_c38905b1-bc36-4ea2-b272-366c1daf8368","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20110307","","ANDA","ANDA078423","Proficient Rx LP","100","mg/1","","N","20241231"
"8160","FLUCONAZOLE","Fluconazole","71205009402","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-094","71205-094-02","71205-094_c38905b1-bc36-4ea2-b272-366c1daf8368","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20110307","","ANDA","ANDA078423","Proficient Rx LP","100","mg/1","","N","20241231"
"8161","FLUCONAZOLE","Fluconazole","71205009403","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-094","71205-094-03","71205-094_c38905b1-bc36-4ea2-b272-366c1daf8368","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20110307","","ANDA","ANDA078423","Proficient Rx LP","100","mg/1","","N","20241231"
"8162","FLUCONAZOLE","Fluconazole","71205009404","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-094","71205-094-04","71205-094_c38905b1-bc36-4ea2-b272-366c1daf8368","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20110307","","ANDA","ANDA078423","Proficient Rx LP","100","mg/1","","N","20241231"
"8163","FLUCONAZOLE","Fluconazole","71205009430","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-094","71205-094-30","71205-094_c38905b1-bc36-4ea2-b272-366c1daf8368","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20110307","","ANDA","ANDA078423","Proficient Rx LP","100","mg/1","","N","20241231"
"8164","TOBRAMYCIN","Tobramycin","71205010105","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS]","71205-101","71205-101-05","71205-101_d8d5861a-e24a-4b45-8c72-196492c27271","HUMAN PRESCRIPTION DRUG","Tobramycin","","SOLUTION/ DROPS","OPHTHALMIC","20170705","","ANDA","ANDA207444","Proficient Rx LP","3","mg/mL","","N","20241231"
"8165","FLUCONAZOLE","Fluconazole","71205010401","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-104","71205-104-01","71205-104_2273afc2-992a-4310-9639-e2bccff1d56a","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20110307","","ANDA","ANDA078423","Proficient Rx LP","200","mg/1","","N","20241231"
"8166","FLUCONAZOLE","Fluconazole","71205010402","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-104","71205-104-02","71205-104_2273afc2-992a-4310-9639-e2bccff1d56a","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20110307","","ANDA","ANDA078423","Proficient Rx LP","200","mg/1","","N","20241231"
"8167","FLUCONAZOLE","Fluconazole","71205010403","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-104","71205-104-03","71205-104_2273afc2-992a-4310-9639-e2bccff1d56a","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20110307","","ANDA","ANDA078423","Proficient Rx LP","200","mg/1","","N","20241231"
"8168","FLUCONAZOLE","Fluconazole","71205010404","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-104","71205-104-04","71205-104_2273afc2-992a-4310-9639-e2bccff1d56a","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20110307","","ANDA","ANDA078423","Proficient Rx LP","200","mg/1","","N","20241231"
"8169","FLUCONAZOLE","Fluconazole","71205010430","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-104","71205-104-30","71205-104_2273afc2-992a-4310-9639-e2bccff1d56a","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20110307","","ANDA","ANDA078423","Proficient Rx LP","200","mg/1","","N","20241231"
"8170","KETOCONAZOLE","Ketoconazole","71205010572","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 3A5 Inhibitors [MoA], P-Glycoprotein Inhibitors [MoA]","71205-105","71205-105-72","71205-105_c7f1508c-9478-4379-9c50-4d5a6b8cdcef","HUMAN PRESCRIPTION DRUG","Ketoconazole","","SHAMPOO, SUSPENSION","TOPICAL","20161001","","ANDA","ANDA076942","Proficient Rx LP","20","mg/mL","","N","20241231"
"8171","NYSTATIN","Nystatin","71205010630","Polyene Antifungal [EPC], Polyenes [CS]","71205-106","71205-106-30","71205-106_8924a6e9-0d20-4f52-b6e7-b6683ee9eb92","HUMAN PRESCRIPTION DRUG","Nystatin","","POWDER","TOPICAL","20140901","","ANDA","ANDA065175","Proficient Rx LP","100000","[USP'U]/g","","N","20241231"
"8172","AZITHROMYCIN MONOHYDRATE","azithromycin monohydrate","71205011903","Macrolide Antimicrobial [EPC], Macrolides [CS]","71205-119","71205-119-03","71205-119_7f9fddc6-bdba-40a3-8eb0-7d1cd7d9a50f","HUMAN PRESCRIPTION DRUG","azithromycin monohydrate","","TABLET","ORAL","20150818","","ANDA","ANDA065398","Proficient Rx LP","250","mg/1","","N","20241231"
"8173","AZITHROMYCIN MONOHYDRATE","azithromycin monohydrate","71205011904","Macrolide Antimicrobial [EPC], Macrolides [CS]","71205-119","71205-119-04","71205-119_7f9fddc6-bdba-40a3-8eb0-7d1cd7d9a50f","HUMAN PRESCRIPTION DRUG","azithromycin monohydrate","","TABLET","ORAL","20150818","","ANDA","ANDA065398","Proficient Rx LP","250","mg/1","","N","20241231"
"8174","AZITHROMYCIN MONOHYDRATE","azithromycin monohydrate","71205011906","Macrolide Antimicrobial [EPC], Macrolides [CS]","71205-119","71205-119-06","71205-119_7f9fddc6-bdba-40a3-8eb0-7d1cd7d9a50f","HUMAN PRESCRIPTION DRUG","azithromycin monohydrate","","TABLET","ORAL","20150818","","ANDA","ANDA065398","Proficient Rx LP","250","mg/1","","N","20241231"
"8175","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","71205012714","Allylamine Antifungal [EPC], Allylamine [CS]","71205-127","71205-127-14","71205-127_ebcef20e-0991-4cd7-b79c-0d1a29b90fed","HUMAN PRESCRIPTION DRUG","Terbinafine Hydrochloride","","TABLET","ORAL","20101227","","ANDA","ANDA077714","Proficient Rx LP","250","mg/1","","N","20241231"
"8176","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","71205012715","Allylamine Antifungal [EPC], Allylamine [CS]","71205-127","71205-127-15","71205-127_ebcef20e-0991-4cd7-b79c-0d1a29b90fed","HUMAN PRESCRIPTION DRUG","Terbinafine Hydrochloride","","TABLET","ORAL","20101227","","ANDA","ANDA077714","Proficient Rx LP","250","mg/1","","N","20241231"
"8177","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","71205012730","Allylamine Antifungal [EPC], Allylamine [CS]","71205-127","71205-127-30","71205-127_ebcef20e-0991-4cd7-b79c-0d1a29b90fed","HUMAN PRESCRIPTION DRUG","Terbinafine Hydrochloride","","TABLET","ORAL","20101227","","ANDA","ANDA077714","Proficient Rx LP","250","mg/1","","N","20241231"
